InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority
939843,SKU_1542,T-shirt,34,11/07/2024 07:00:00 AM,52.1,13190.0,Sweden,0.11,Paypall,9.46,Apparel,Online,Not Returned,UPS,Amsterdam,Medium
719327,SKU_1096,Blue Pen,45,24/05/2024 02:00:00 AM,27.28,69180.0,Norway,0.46,Credit Card,26.65,Stationery,In-store,Not Returned,FedEx,Berlin,High
160269,SKU_1113,Wall Clock,44,09/07/2024 11:00:00 PM,67.27,29493.0,Netherlands,0.14,Bank Transfer,13.59,Accessories,In-store,Not Returned,Royal Mail,Paris,Low
945526,SKU_1495,USB Cable,45,20/07/2024 12:00:00 AM,48.6,23733.0,Netherlands,0.23,Paypall,6.04,Electronics,Online,Not Returned,FedEx,Berlin,Low
583263,SKU_1375,Office Chair,20,28/08/2022 11:00:00 PM,5.36,73041.0,Spain,0.3,Bank Transfer,23.35,Furniture,In-store,Not Returned,Royal Mail,Amsterdam,Low
936296,SKU_1211,Backpack,25,25/06/2024 09:00:00 AM,53.35,96402.0,United States,0.09,Paypall,19.51,Apparel,In-store,Not Returned,UPS,Paris,High
853682,SKU_1724,USB Cable,41,10/07/2022 04:00:00 PM,47.79,90175.0,Portugal,0.09,Bank Transfer,20.9,Electronics,Online,Returned,Royal Mail,London,High
807259,SKU_1853,Desk Lamp,11,24/01/2023 03:00:00 PM,23.5,63544.0,Portugal,0.11,Paypall,12.68,Electronics,Online,Not Returned,DHL,Rome,High
926297,SKU_1977,Office Chair,42,19/07/2022 05:00:00 AM,94.29,73125.0,Sweden,0.18,Credit Card,14.66,Furniture,Online,Not Returned,Royal Mail,Amsterdam,Low
800251,SKU_1518,Backpack,1,26/06/2021 04:00:00 AM,67.8,67098.0,Netherlands,0.44,Paypall,7.89,Apparel,Online,Not Returned,DHL,Rome,High
369482,SKU_1746,White Mug,21,17/06/2021 08:00:00 AM,59.34,98782.0,Sweden,0.03,Paypall,9.17,Accessories,Online,Not Returned,Royal Mail,Rome,Low
635972,SKU_1393,Wireless Mouse,4,06/07/2024 02:00:00 AM,46.39,24997.0,France,0.34,Paypall,5.14,Electronics,In-store,Not Returned,UPS,London,Medium
697987,SKU_1758,Notebook,27,28/01/2024 11:00:00 AM,15.23,43397.0,Spain,0.44,Bank Transfer,20.49,Stationery,In-store,Not Returned,UPS,Amsterdam,Low
373146,SKU_1645,Wireless Mouse,44,07/06/2020 03:00:00 AM,80.98,78091.0,Germany,0.48,Paypall,17.93,Electronics,Online,Not Returned,Royal Mail,Rome,Medium
860676,SKU_1815,T-shirt,45,22/05/2024 12:00:00 PM,78.72,29886.0,Portugal,0.37,Bank Transfer,12.71,Apparel,Online,Not Returned,Royal Mail,London,Low
192529,SKU_1305,USB Cable,16,05/02/2022 07:00:00 PM,40.76,27763.0,France,0.15,Paypall,15.42,Electronics,In-store,Not Returned,DHL,Rome,Low
623343,SKU_1479,Notebook,42,24/09/2022 02:00:00 PM,70.44,51079.0,Spain,0.11,Paypall,28.31,Stationery,In-store,Not Returned,FedEx,Berlin,Low
106140,SKU_1636,Notebook,34,02/09/2025 03:00:00 PM,3.04,43984.0,Netherlands,0.4,Paypall,23.23,Stationery,In-store,Not Returned,FedEx,London,Low
319601,SKU_1388,Notebook,43,22/08/2021 03:00:00 PM,69.07,85577.0,Italy,0.14,Bank Transfer,20.52,Stationery,In-store,Not Returned,UPS,London,Low
699857,SKU_1871,Wireless Mouse,20,04/04/2022 04:00:00 AM,75.61,77345.0,Germany,0.37,Credit Card,5.97,Electronics,Online,Not Returned,DHL,Amsterdam,High
580570,SKU_1611,Wall Clock,33,28/12/2022 04:00:00 AM,26.45,36340.0,United Kingdom,0.45,Bank Transfer,10.03,Accessories,Online,Not Returned,Royal Mail,Berlin,Low
464778,SKU_1572,Office Chair,32,31/01/2020 08:00:00 PM,28.18,10752.0,Spain,0.33,Credit Card,6.72,Furniture,In-store,Not Returned,DHL,London,High
166300,SKU_1167,T-shirt,48,06/08/2025 01:00:00 PM,51.27,35542.0,Belgium,0.41,Credit Card,19.04,Apparel,In-store,Not Returned,Royal Mail,Amsterdam,Low
432188,SKU_1041,Backpack,5,21/04/2025 01:00:00 AM,47.54,71981.0,Spain,0.27,Bank Transfer,18.92,Apparel,Online,Not Returned,DHL,Berlin,High
192816,SKU_1629,Desk Lamp,6,06/04/2024 11:00:00 AM,47.94,69676.0,Sweden,0.43,Bank Transfer,15.83,Electronics,In-store,Not Returned,DHL,Amsterdam,High
771514,SKU_1742,Desk Lamp,36,31/05/2020 06:00:00 PM,44.87,22249.0,Portugal,0.46,Bank Transfer,25.33,Electronics,In-store,Not Returned,DHL,Amsterdam,Medium
742710,SKU_1506,Notebook,18,05/01/2021 08:00:00 AM,76.42,87559.0,United States,0.25,Credit Card,16.99,Stationery,In-store,Not Returned,UPS,Paris,Medium
103654,SKU_1653,Blue Pen,47,06/07/2023 07:00:00 PM,39.21,78128.0,Netherlands,0.1,Credit Card,8.64,Stationery,In-store,Not Returned,UPS,Paris,Medium
780218,SKU_1193,Office Chair,44,12/05/2020 01:00:00 PM,10.22,10796.0,Netherlands,0.4,Bank Transfer,29.58,Furniture,Online,Not Returned,DHL,Berlin,Low
461981,SKU_1740,Notebook,27,29/10/2022 07:00:00 PM,84.59,53676.0,Belgium,0.05,Bank Transfer,28.54,Stationery,In-store,Returned,Royal Mail,Amsterdam,High
367280,SKU_1228,Backpack,4,18/01/2023 08:00:00 AM,60.42,93203.0,Spain,0.47,Credit Card,7.82,Apparel,In-store,Not Returned,Royal Mail,London,Low
541410,SKU_1340,Notebook,19,23/04/2025 03:00:00 AM,54.05,28320.0,Australia,0.07,Bank Transfer,28.9,Stationery,In-store,Not Returned,UPS,Amsterdam,Medium
939089,SKU_1327,Office Chair,7,09/06/2023 11:00:00 PM,93.87,98583.0,Portugal,0.17,Bank Transfer,19.63,Furniture,In-store,Not Returned,Royal Mail,Rome,High
563238,SKU_1497,White Mug,46,25/10/2021 07:00:00 PM,70.74,89623.0,United States,0.43,Bank Transfer,6.29,Accessories,In-store,Not Returned,FedEx,Amsterdam,Medium
884446,SKU_1346,Office Chair,45,27/10/2022 05:00:00 AM,2.75,42985.0,Italy,0.16,Paypall,27.32,Furniture,Online,Not Returned,FedEx,Amsterdam,Medium
925854,SKU_1761,Blue Pen,16,22/01/2021 06:00:00 AM,37.09,28107.0,Netherlands,0.2,Credit Card,18.72,Stationery,In-store,Not Returned,FedEx,Rome,High
202652,SKU_1688,Headphones,31,15/10/2021 09:00:00 AM,73.93,98747.0,Australia,0.2,Bank Transfer,19.25,Electronics,In-store,Not Returned,UPS,Rome,Low
439136,SKU_1215,Wireless Mouse,29,29/05/2023 08:00:00 AM,7.51,20287.0,Germany,0.17,Paypall,16.27,Electronics,Online,Not Returned,UPS,Berlin,Low
994221,SKU_1452,White Mug,6,01/05/2023 02:00:00 AM,25.38,83227.0,Spain,0.21,Paypall,26.63,Accessories,In-store,Not Returned,Royal Mail,Paris,High
427857,SKU_1868,Headphones,7,25/03/2024 05:00:00 PM,58.87,88563.0,France,0.42,Paypall,19.04,Electronics,In-store,Not Returned,DHL,Amsterdam,Medium
449780,SKU_1412,Office Chair,6,02/11/2022 08:00:00 AM,45.35,46720.0,Italy,0.33,Bank Transfer,10.91,Furniture,Online,Not Returned,Royal Mail,Amsterdam,Medium
279785,SKU_1120,Office Chair,40,18/04/2020 10:00:00 PM,94.4,84640.0,Spain,0.4,Credit Card,10.01,Furniture,In-store,Returned,UPS,Paris,Medium
196666,SKU_1638,Blue Pen,6,07/02/2023 02:00:00 PM,5.55,79782.0,United Kingdom,0.42,Credit Card,25.55,Stationery,Online,Not Returned,DHL,Paris,Low
331452,SKU_1695,USB Cable,37,26/10/2020 08:00:00 AM,92.27,10588.0,Australia,0.26,Credit Card,28.87,Electronics,Online,Not Returned,FedEx,Amsterdam,Medium
497010,SKU_1277,Blue Pen,48,04/09/2024 05:00:00 PM,4.54,40582.0,United Kingdom,0.35,Paypall,24.77,Stationery,Online,Not Returned,UPS,London,Low
647080,SKU_1097,USB Cable,46,02/10/2024 12:00:00 PM,5.21,65421.0,Spain,0.0,Paypall,24.67,Electronics,Online,Not Returned,Royal Mail,Berlin,High
853036,SKU_1275,Notebook,25,05/06/2021 04:00:00 AM,69.74,97727.0,United Kingdom,0.32,Paypall,12.4,Stationery,Online,Not Returned,Royal Mail,Amsterdam,Medium
581947,SKU_1232,White Mug,37,24/05/2021 01:00:00 PM,80.23,82518.0,Spain,0.11,Paypall,24.29,Accessories,In-store,Not Returned,DHL,Berlin,High
379552,SKU_1388,Wireless Mouse,28,26/11/2023 11:00:00 PM,67.69,25730.0,Netherlands,0.36,Bank Transfer,10.15,Electronics,In-store,Not Returned,DHL,London,Medium
866767,SKU_1200,Blue Pen,47,13/03/2023 09:00:00 PM,7.08,21773.0,Spain,0.22,Credit Card,19.52,Stationery,In-store,Not Returned,UPS,Amsterdam,Medium
670059,SKU_1363,T-shirt,1,30/04/2021 10:00:00 AM,91.48,71437.0,United States,0.29,Credit Card,7.55,Apparel,In-store,Not Returned,FedEx,Amsterdam,High
752236,SKU_1828,Headphones,27,28/11/2024 01:00:00 AM,19.24,43818.0,United Kingdom,0.09,Paypall,11.28,Electronics,In-store,Not Returned,DHL,Amsterdam,Low
703546,SKU_1345,Backpack,20,18/06/2023 12:00:00 PM,70.69,81734.0,Norway,0.07,Credit Card,7.94,Apparel,Online,Not Returned,FedEx,Amsterdam,High
844149,SKU_1321,Desk Lamp,42,06/05/2020 04:00:00 PM,13.06,41737.0,Netherlands,0.0,Credit Card,18.5,Electronics,Online,Not Returned,UPS,London,High
689738,SKU_1363,USB Cable,33,27/04/2020 11:00:00 PM,75.43,34937.0,Norway,0.3,Credit Card,11.14,Electronics,Online,Not Returned,FedEx,Berlin,Low
586719,SKU_1100,Headphones,22,07/06/2025 08:00:00 AM,35.47,93050.0,United States,0.33,Credit Card,12.45,Electronics,In-store,Not Returned,UPS,Amsterdam,Medium
168304,SKU_1401,Desk Lamp,27,06/07/2021 11:00:00 PM,74.54,54572.0,United States,0.29,Credit Card,6.41,Electronics,Online,Not Returned,UPS,Paris,High
826610,SKU_1129,Blue Pen,49,05/12/2022 02:00:00 AM,40.05,55088.0,United Kingdom,0.4,Credit Card,14.78,Stationery,In-store,Not Returned,FedEx,London,High
253972,SKU_1584,Notebook,24,01/06/2024 03:00:00 PM,6.23,30174.0,Netherlands,0.36,Credit Card,22.71,Stationery,Online,Returned,FedEx,Paris,High
771865,SKU_1984,Wall Clock,35,25/09/2024 06:00:00 PM,13.14,77870.0,Norway,0.12,Paypall,9.94,Accessories,In-store,Not Returned,Royal Mail,London,Medium
832722,SKU_1772,Headphones,3,22/06/2020 02:00:00 AM,11.25,28043.0,France,0.06,Credit Card,11.56,Electronics,Online,Not Returned,FedEx,Amsterdam,Medium
628714,SKU_1221,Backpack,24,13/07/2020 09:00:00 PM,94.02,98475.0,United States,0.14,Credit Card,22.76,Apparel,In-store,Not Returned,DHL,Amsterdam,Low
332076,SKU_1244,Notebook,37,18/08/2020 07:00:00 AM,55.85,77965.0,United Kingdom,0.38,Bank Transfer,17.58,Stationery,Online,Returned,DHL,Rome,High
922343,SKU_1100,Notebook,17,06/09/2023 09:00:00 PM,52.84,34140.0,Portugal,0.35,Bank Transfer,9.38,Stationery,In-store,Not Returned,UPS,Berlin,High
888253,SKU_1845,USB Cable,31,15/10/2024 08:00:00 AM,88.39,83887.0,Norway,0.1,Paypall,6.35,Electronics,In-store,Not Returned,UPS,Berlin,High
742762,SKU_1060,T-shirt,36,23/07/2020 12:00:00 PM,64.6,46410.0,Australia,0.25,Paypall,18.32,Apparel,In-store,Not Returned,FedEx,Paris,Medium
185053,SKU_1833,White Mug,14,22/06/2021 01:00:00 AM,35.38,29349.0,Sweden,0.4,Credit Card,10.49,Accessories,In-store,Not Returned,DHL,London,High
629036,SKU_1813,Headphones,31,03/02/2020 12:00:00 AM,3.71,16132.0,Netherlands,0.09,Credit Card,20.91,Electronics,Online,Not Returned,FedEx,Amsterdam,Low
224908,SKU_1211,USB Cable,30,14/10/2023 04:00:00 PM,71.74,13496.0,United Kingdom,0.42,Paypall,11.87,Electronics,Online,Not Returned,DHL,London,High
825119,SKU_1957,USB Cable,16,19/08/2024 02:00:00 AM,49.14,55345.0,Netherlands,0.2,Bank Transfer,11.74,Electronics,Online,Not Returned,DHL,Berlin,Low
701234,SKU_1874,Blue Pen,45,09/11/2020 05:00:00 AM,17.13,91044.0,Sweden,0.08,Credit Card,21.31,Stationery,In-store,Not Returned,DHL,Berlin,Medium
572518,SKU_1634,T-shirt,10,23/08/2025 08:00:00 PM,96.36,92462.0,Italy,0.34,Bank Transfer,10.38,Apparel,In-store,Not Returned,DHL,Rome,Medium
534174,SKU_1468,Wall Clock,32,09/05/2021 10:00:00 PM,79.52,13746.0,Norway,0.13,Bank Transfer,26.96,Accessories,Online,Not Returned,FedEx,Berlin,Medium
309002,SKU_1193,USB Cable,4,02/06/2023 09:00:00 PM,26.62,36993.0,Spain,0.07,Credit Card,25.48,Electronics,Online,Not Returned,Royal Mail,Rome,Low
601772,SKU_1151,Wall Clock,37,07/11/2021 01:00:00 PM,9.1,78599.0,United States,0.08,Credit Card,9.9,Accessories,In-store,Returned,FedEx,Rome,Low
667170,SKU_1699,Wireless Mouse,13,19/03/2024 02:00:00 PM,8.0,89853.0,United States,0.02,Bank Transfer,28.7,Electronics,Online,Not Returned,DHL,Berlin,Medium
659130,SKU_1811,Wall Clock,12,04/01/2025 07:00:00 PM,96.44,23270.0,United Kingdom,0.04,Paypall,26.77,Accessories,Online,Not Returned,Royal Mail,Paris,High
962253,SKU_1153,White Mug,9,22/08/2024 01:00:00 PM,74.73,89768.0,United Kingdom,0.02,Bank Transfer,11.71,Accessories,Online,Not Returned,Royal Mail,Berlin,High
600653,SKU_1517,Headphones,47,07/03/2021 08:00:00 AM,23.99,50225.0,Spain,0.15,Paypall,28.43,Electronics,Online,Not Returned,DHL,Berlin,Medium
518135,SKU_1311,Backpack,37,23/10/2023 02:00:00 AM,16.98,86026.0,Italy,0.29,Bank Transfer,18.17,Apparel,In-store,Not Returned,DHL,Paris,Low
988976,SKU_1212,Notebook,15,06/05/2021 02:00:00 AM,76.12,49675.0,United States,0.48,Credit Card,9.38,Stationery,In-store,Not Returned,UPS,Berlin,Low
717722,SKU_1876,White Mug,48,20/11/2023 07:00:00 PM,34.61,30584.0,Belgium,0.36,Paypall,17.78,Accessories,In-store,Returned,Royal Mail,Berlin,High
433240,SKU_1954,Blue Pen,43,13/08/2024 08:00:00 PM,16.24,14546.0,Italy,0.13,Credit Card,23.29,Stationery,In-store,Not Returned,UPS,Rome,High
633440,SKU_1350,Backpack,16,30/01/2025 11:00:00 PM,15.33,33183.0,Sweden,0.31,Bank Transfer,26.89,Apparel,Online,Not Returned,FedEx,Rome,High
391969,SKU_1733,Wall Clock,20,26/01/2024 10:00:00 AM,10.12,14839.0,Netherlands,0.49,Paypall,24.38,Accessories,Online,Returned,DHL,Paris,Medium
440347,SKU_1289,Backpack,14,13/12/2024 01:00:00 AM,41.98,11725.0,Australia,0.46,Paypall,16.61,Apparel,In-store,Not Returned,UPS,Paris,Medium
405019,SKU_1284,USB Cable,19,13/08/2021 07:00:00 PM,4.86,48585.0,Australia,0.28,Paypall,8.94,Electronics,In-store,Not Returned,UPS,London,Low
565796,SKU_1020,Backpack,36,11/08/2024 11:00:00 AM,71.54,77006.0,Spain,0.02,Bank Transfer,15.66,Apparel,In-store,Not Returned,FedEx,Berlin,Medium
175766,SKU_1540,T-shirt,48,09/01/2020 01:00:00 PM,49.92,33164.0,Germany,0.15,Paypall,5.24,Apparel,In-store,Returned,FedEx,Paris,Low
541653,SKU_1859,Headphones,27,18/03/2023 07:00:00 AM,45.37,62159.0,Italy,0.0,Bank Transfer,26.59,Electronics,Online,Not Returned,DHL,Amsterdam,Low
641479,SKU_1723,Desk Lamp,10,02/04/2024 07:00:00 PM,53.36,31581.0,Netherlands,0.37,Bank Transfer,21.11,Electronics,Online,Not Returned,Royal Mail,Rome,Low
125294,SKU_1243,Headphones,26,19/10/2023 10:00:00 PM,41.57,59212.0,Italy,0.37,Paypall,22.01,Electronics,Online,Not Returned,UPS,Rome,High
459049,SKU_1448,White Mug,3,27/07/2025 01:00:00 PM,34.25,93396.0,Germany,0.43,Credit Card,13.92,Accessories,In-store,Not Returned,DHL,Amsterdam,Low
884326,SKU_1202,Office Chair,28,29/12/2021 06:00:00 PM,70.89,68180.0,Australia,0.18,Credit Card,28.74,Furniture,Online,Not Returned,FedEx,Rome,Medium
498138,SKU_1162,USB Cable,16,11/10/2020 11:00:00 AM,34.7,15608.0,Netherlands,0.23,Paypall,8.88,Electronics,In-store,Not Returned,FedEx,Rome,Medium
987024,SKU_1121,Blue Pen,3,28/05/2022 09:00:00 PM,94.28,63513.0,United Kingdom,0.27,Credit Card,10.81,Stationery,In-store,Not Returned,DHL,Rome,High
818317,SKU_1134,Wall Clock,48,14/09/2024 07:00:00 AM,65.98,96257.0,Portugal,0.3,Bank Transfer,24.18,Accessories,Online,Not Returned,Royal Mail,Rome,Low
160653,SKU_1337,Wall Clock,11,29/05/2021 07:00:00 AM,76.86,12373.0,Belgium,0.47,Credit Card,11.59,Accessories,In-store,Not Returned,UPS,Paris,Low
750365,SKU_1733,T-shirt,15,15/07/2023 09:00:00 PM,7.98,64077.0,United Kingdom,0.16,Bank Transfer,29.54,Apparel,Online,Not Returned,Royal Mail,London,Medium
256470,SKU_1922,Desk Lamp,2,15/08/2020 03:00:00 AM,23.7,50930.0,France,0.05,Bank Transfer,29.4,Electronics,Online,Not Returned,Royal Mail,Amsterdam,Low
910463,SKU_1423,Desk Lamp,11,29/08/2023 07:00:00 AM,22.78,28266.0,Germany,0.22,Credit Card,20.53,Electronics,In-store,Not Returned,DHL,Paris,High
564310,SKU_1760,Headphones,32,13/09/2020 08:00:00 AM,96.23,49731.0,Spain,0.36,Credit Card,21.47,Electronics,Online,Not Returned,Royal Mail,Rome,Medium
484083,SKU_1640,T-shirt,30,12/05/2021 04:00:00 PM,70.66,47133.0,Portugal,0.42,Paypall,28.81,Apparel,In-store,Not Returned,UPS,Amsterdam,Medium
188950,SKU_1729,Backpack,46,05/05/2025 06:00:00 AM,93.81,90798.0,Sweden,0.31,Credit Card,12.8,Apparel,In-store,Not Returned,FedEx,Rome,High
452228,SKU_1791,Blue Pen,6,11/01/2020 02:00:00 PM,76.69,44289.0,Italy,0.21,Credit Card,27.65,Stationery,Online,Not Returned,UPS,Amsterdam,Medium
852312,SKU_1563,Office Chair,7,16/07/2021 08:00:00 PM,51.32,63552.0,Portugal,0.33,Paypall,15.96,Furniture,Online,Not Returned,FedEx,Paris,Low
667271,SKU_1376,Wireless Mouse,44,29/07/2025 11:00:00 AM,59.34,55219.0,Spain,0.33,Paypall,5.55,Electronics,In-store,Not Returned,DHL,Rome,Medium
946744,SKU_1468,White Mug,46,01/03/2025 03:00:00 PM,11.66,87854.0,United States,0.3,Bank Transfer,19.5,Accessories,Online,Not Returned,UPS,Berlin,Medium
496885,SKU_1428,Blue Pen,14,07/09/2024 10:00:00 AM,64.4,21910.0,Australia,0.11,Credit Card,22.02,Stationery,Online,Not Returned,Royal Mail,London,Medium
624624,SKU_1371,Blue Pen,24,16/09/2020 10:00:00 AM,19.71,14014.0,Portugal,0.17,Paypall,12.5,Stationery,Online,Not Returned,UPS,Paris,High
114559,SKU_1341,Blue Pen,3,21/10/2023 08:00:00 PM,17.02,89586.0,Spain,0.16,Paypall,10.68,Stationery,Online,Not Returned,FedEx,Rome,Low
232624,SKU_1864,Wall Clock,37,24/03/2023 09:00:00 AM,43.92,86250.0,Italy,0.13,Paypall,11.74,Accessories,In-store,Returned,UPS,Berlin,Medium
325019,SKU_1159,T-shirt,44,28/03/2025 01:00:00 PM,72.18,15925.0,Australia,0.31,Credit Card,11.81,Apparel,In-store,Not Returned,DHL,London,Low
518779,SKU_1097,Backpack,31,02/02/2021 08:00:00 AM,94.72,61973.0,Netherlands,0.47,Credit Card,19.36,Apparel,In-store,Returned,UPS,Paris,Medium
750833,SKU_1281,Wireless Mouse,47,17/10/2024 06:00:00 AM,66.09,27906.0,United Kingdom,0.11,Bank Transfer,15.16,Electronics,Online,Not Returned,FedEx,Amsterdam,Low
281101,SKU_1821,Blue Pen,10,07/11/2021 07:00:00 AM,29.02,81208.0,France,0.34,Bank Transfer,15.85,Stationery,Online,Not Returned,UPS,London,High
670108,SKU_1410,T-shirt,2,08/06/2024 04:00:00 AM,34.98,44678.0,United States,0.11,Credit Card,16.44,Apparel,Online,Not Returned,DHL,Rome,Low
473883,SKU_1793,White Mug,28,07/08/2024 01:00:00 AM,89.64,72795.0,Italy,0.1,Bank Transfer,12.35,Accessories,Online,Not Returned,FedEx,Amsterdam,High
807609,SKU_1088,USB Cable,14,12/06/2022 04:00:00 PM,27.42,68681.0,Belgium,0.44,Paypall,26.3,Electronics,In-store,Not Returned,DHL,Rome,High
277182,SKU_1354,Headphones,48,28/06/2022 08:00:00 PM,39.7,30103.0,United Kingdom,0.46,Bank Transfer,28.38,Electronics,Online,Not Returned,Royal Mail,Berlin,High
737475,SKU_1363,Notebook,14,17/12/2021 12:00:00 AM,5.13,49389.0,Netherlands,0.35,Credit Card,15.09,Stationery,In-store,Not Returned,FedEx,Amsterdam,Medium
777236,SKU_1443,Backpack,31,18/01/2021 10:00:00 PM,43.76,52042.0,United Kingdom,0.06,Paypall,8.76,Apparel,Online,Not Returned,DHL,Paris,Medium
579466,SKU_1189,Headphones,18,10/11/2024 08:00:00 PM,13.75,51033.0,Spain,0.13,Credit Card,5.6,Electronics,Online,Not Returned,UPS,Rome,Low
142311,SKU_1254,Office Chair,45,19/09/2024 03:00:00 PM,31.91,27210.0,Portugal,0.14,Bank Transfer,26.45,Furniture,In-store,Not Returned,Royal Mail,Berlin,Medium
935869,SKU_1373,Backpack,44,07/06/2020 06:00:00 PM,36.59,50418.0,Sweden,0.06,Paypall,17.17,Apparel,In-store,Not Returned,Royal Mail,Amsterdam,High
627735,SKU_1924,Blue Pen,19,14/01/2024 06:00:00 AM,65.88,33686.0,Portugal,0.33,Credit Card,6.69,Stationery,Online,Not Returned,Royal Mail,Paris,Low
699934,SKU_1489,Blue Pen,40,07/04/2025 02:00:00 AM,85.73,86840.0,Portugal,0.05,Credit Card,8.75,Stationery,Online,Not Returned,FedEx,Paris,Medium
602480,SKU_1304,Backpack,12,10/06/2024 05:00:00 PM,70.57,61964.0,Portugal,0.49,Paypall,18.93,Apparel,In-store,Not Returned,FedEx,Berlin,Low
289086,SKU_1813,Backpack,25,24/05/2023 12:00:00 AM,1.88,10638.0,Sweden,0.37,Credit Card,7.3,Apparel,In-store,Returned,UPS,Berlin,High
960397,SKU_1956,Wall Clock,28,18/09/2023 08:00:00 AM,93.16,33297.0,Spain,0.28,Bank Transfer,7.58,Accessories,Online,Not Returned,FedEx,Paris,Medium
930839,SKU_1187,Desk Lamp,39,13/02/2023 08:00:00 AM,45.7,15255.0,Portugal,0.01,Credit Card,7.1,Electronics,In-store,Not Returned,UPS,Rome,Medium
640513,SKU_1584,USB Cable,49,25/03/2025 02:00:00 PM,10.79,84956.0,Australia,0.29,Credit Card,24.5,Electronics,In-store,Not Returned,UPS,Berlin,High
779760,SKU_1332,Wireless Mouse,25,31/08/2022 10:00:00 AM,83.6,74530.0,United Kingdom,0.37,Credit Card,24.64,Electronics,In-store,Not Returned,DHL,Berlin,Low
941252,SKU_1690,Wireless Mouse,33,20/12/2022 04:00:00 AM,36.62,63568.0,Spain,0.28,Credit Card,11.65,Electronics,In-store,Returned,UPS,London,Low
355733,SKU_1571,Wall Clock,38,23/11/2020 05:00:00 PM,47.81,39181.0,Sweden,0.24,Credit Card,26.69,Accessories,Online,Not Returned,UPS,Paris,Low
128787,SKU_1506,Notebook,17,11/12/2023 12:00:00 AM,31.33,41986.0,Sweden,0.44,Credit Card,27.1,Stationery,Online,Not Returned,FedEx,Amsterdam,High
552563,SKU_1481,Blue Pen,13,02/12/2023 02:00:00 PM,50.64,64794.0,Germany,0.07,Paypall,9.82,Stationery,Online,Not Returned,DHL,Amsterdam,Medium
598682,SKU_1006,USB Cable,9,06/08/2020 10:00:00 AM,13.2,81606.0,Australia,0.11,Paypall,18.66,Electronics,Online,Not Returned,UPS,Paris,Low
452559,SKU_1980,Office Chair,33,24/08/2021 10:00:00 AM,15.43,21125.0,Portugal,0.26,Credit Card,14.94,Furniture,In-store,Not Returned,Royal Mail,Amsterdam,Low
395781,SKU_1823,Office Chair,18,14/07/2025 09:00:00 AM,95.96,23641.0,France,0.21,Credit Card,15.53,Furniture,Online,Not Returned,Royal Mail,Rome,Medium
377169,SKU_1730,Blue Pen,3,04/10/2021 04:00:00 AM,24.93,83835.0,Italy,0.3,Bank Transfer,10.07,Stationery,In-store,Returned,DHL,London,High
279300,SKU_1199,Wireless Mouse,44,20/11/2021 04:00:00 PM,13.39,57454.0,France,0.48,Paypall,23.6,Electronics,In-store,Not Returned,FedEx,London,Medium
711282,SKU_1762,Office Chair,31,22/08/2022 08:00:00 PM,52.33,70751.0,United Kingdom,0.21,Paypall,16.74,Furniture,In-store,Not Returned,UPS,Berlin,Low
183417,SKU_1104,Office Chair,49,19/07/2025 03:00:00 PM,67.34,82527.0,Spain,0.37,Bank Transfer,22.2,Furniture,Online,Not Returned,FedEx,Amsterdam,High
608433,SKU_1578,Blue Pen,14,11/09/2020 09:00:00 PM,98.73,58173.0,Sweden,0.09,Paypall,28.75,Stationery,In-store,Not Returned,FedEx,London,Low
793312,SKU_1703,Wall Clock,19,25/01/2024 02:00:00 PM,43.86,68221.0,Netherlands,0.31,Bank Transfer,13.89,Accessories,In-store,Returned,FedEx,Paris,High
759012,SKU_1755,T-shirt,2,05/12/2022 05:00:00 PM,40.18,99195.0,United States,0.31,Bank Transfer,18.25,Apparel,In-store,Returned,UPS,Rome,Medium
581588,SKU_1852,Desk Lamp,7,29/06/2024 01:00:00 AM,87.13,71842.0,Netherlands,0.49,Credit Card,24.87,Electronics,Online,Not Returned,FedEx,London,High
335430,SKU_1899,T-shirt,29,29/07/2023 12:00:00 PM,59.57,40429.0,United States,0.13,Bank Transfer,12.89,Apparel,In-store,Not Returned,UPS,London,High
531413,SKU_1937,Desk Lamp,49,18/03/2020 11:00:00 PM,49.01,13358.0,Italy,0.08,Paypall,21.89,Electronics,In-store,Not Returned,DHL,Rome,Medium
601130,SKU_1789,Wall Clock,5,12/07/2023 07:00:00 AM,20.78,97962.0,Spain,0.02,Paypall,18.53,Accessories,Online,Not Returned,FedEx,Paris,Low
121169,SKU_1282,Desk Lamp,42,24/06/2023 10:00:00 PM,91.96,94612.0,United States,0.48,Paypall,14.41,Electronics,Online,Not Returned,Royal Mail,Amsterdam,Low
865328,SKU_1569,Desk Lamp,38,18/11/2020 08:00:00 AM,95.58,43488.0,Germany,0.41,Credit Card,25.78,Electronics,Online,Not Returned,UPS,London,Medium
776923,SKU_1543,Notebook,30,22/01/2022 04:00:00 AM,73.61,99733.0,Norway,0.41,Credit Card,29.6,Stationery,In-store,Not Returned,DHL,Berlin,Low
466014,SKU_1315,Wall Clock,18,06/02/2023 12:00:00 AM,65.25,70009.0,Belgium,0.09,Paypall,28.83,Accessories,Online,Not Returned,DHL,Paris,Low
994211,SKU_1976,Backpack,43,08/12/2024 06:00:00 PM,27.87,26063.0,Netherlands,0.1,Credit Card,8.62,Apparel,Online,Not Returned,FedEx,London,Medium
